channel,time,pm_2_5
wb_47,2019-07-01 00:00:00+03:00,141.21431818181824
wb_47,2019-07-01 01:00:00+03:00,86.77255813953485
wb_47,2019-07-01 02:00:00+03:00,83.38372093023256
wb_47,2019-07-01 03:00:00+03:00,70.07931818181821
wb_47,2019-07-01 04:00:00+03:00,71.7067441860465
wb_47,2019-07-01 05:00:00+03:00,88.01860465116276
wb_47,2019-07-01 06:00:00+03:00,75.67651162790699
wb_47,2019-07-01 07:00:00+03:00,69.44
wb_47,2019-07-01 08:00:00+03:00,100.31931818181816
wb_47,2019-07-01 09:00:00+03:00,177.36441860465115
wb_47,2019-07-01 10:00:00+03:00,218.97888888888886
wb_47,2019-07-01 11:00:00+03:00,205.83318181818174
wb_47,2019-07-01 12:00:00+03:00,140.97
wb_47,2019-07-01 13:00:00+03:00,52.6
wb_47,2019-07-01 14:00:00+03:00,37.449999999999996
wb_47,2019-07-01 15:00:00+03:00,35.2011111111111
wb_47,2019-07-01 16:00:00+03:00,34.62477272727272
wb_47,2019-07-01 17:00:00+03:00,34.937500000000014
wb_47,2019-07-01 18:00:00+03:00,32.36644444444445
wb_47,2019-07-01 19:00:00+03:00,28.967499999999998
wb_47,2019-07-01 20:00:00+03:00,28.752666666666673
wb_47,2019-07-01 21:00:00+03:00,35.57818181818181
wb_47,2019-07-01 22:00:00+03:00,44.09181818181819
wb_47,2019-07-01 23:00:00+03:00,45.78977272727272
wb_47,2019-07-02 00:00:00+03:00,82.49604651162792
wb_47,2019-07-02 01:00:00+03:00,109.05545454545455
wb_47,2019-07-02 02:00:00+03:00,164.5859090909091
wb_47,2019-07-02 03:00:00+03:00,228.54068181818184
wb_47,2019-07-02 04:00:00+03:00,230.86209302325585
wb_47,2019-07-02 05:00:00+03:00,275.9902173913043
wb_47,2019-07-02 06:00:00+03:00,225.00431818181823
wb_47,2019-07-02 07:00:00+03:00,177.07906976744187
wb_47,2019-07-02 08:00:00+03:00,204.21045454545458
wb_47,2019-07-02 09:00:00+03:00,191.6018604651163
wb_47,2019-07-02 10:00:00+03:00,158.8936363636364
wb_47,2019-07-02 11:00:00+03:00,201.37590909090912
wb_47,2019-07-02 12:00:00+03:00,233.14086956521743
wb_47,2019-07-02 13:00:00+03:00,202.64365853658535
